1.69056E+12,A49,S,1690564099,071900_C..S
1.69056E+12,A50,S,1690564189,071900_C..S
1.69056E+12,A51,S,1690564369,071900_C..S
1.69056E+12,A32,N,-1,073396_C..N
1.69056E+12,A31,N,-1,073396_C..N
1.69056E+12,A30,N,-1,073396_C..N
1.69056E+12,A28,N,-1,073396_C..N
1.69056E+12,A27,N,-1,073396_C..N
1.69056E+12,A25,N,-1,073396_C..N
1.69056E+12,A24,N,-1,073396_C..N
1.69056E+12,A22,N,-1,073396_C..N
1.69056E+12,A34,N,-1,074336_C..N
1.69056E+12,A33,N,-1,074336_C..N
1.69056E+12,A31,S,-1,074550_C..S
1.69056E+12,A32,S,-1,074550_C..S
1.69056E+12,A33,S,-1,074550_C..S
1.69056E+12,A34,S,-1,074550_C..S
1.69056E+12,A36,S,-1,074550_C..S
1.69056E+12,A38,S,-1,074550_C..S
1.69056E+12,A40,S,-1,074550_C..S
1.69056E+12,A41,S,-1,074550_C..S
1.69056E+12,A41,N,-1,075330_C..N
1.69056E+12,A40,N,-1,075330_C..N
1.69056E+12,A38,N,-1,075330_C..N
1.69056E+12,A36,N,-1,075330_C..N
1.69056E+12,A27,S,-1,075583_C..S
1.69056E+12,A28,S,-1,075583_C..S
1.69056E+12,A30,S,-1,075583_C..S
1.69056E+12,A47,N,-1,076350_C..N
1.69056E+12,A46,N,-1,076350_C..N
1.69056E+12,A45,N,-1,076350_C..N
1.69056E+12,A44,N,-1,076350_C..N
1.69056E+12,A43,N,-1,076350_C..N
1.69056E+12,A42,N,-1,076350_C..N
1.69056E+12,A53,N,-1,077398_C..N
1.69056E+12,A52,N,-1,077398_C..N
1.69056E+12,A51,N,-1,077398_C..N
1.69056E+12,A50,N,-1,077398_C..N
1.69056E+12,A49,N,-1,077398_C..N
1.69056E+12,A48,N,-1,077398_C..N
1.69056E+12,A10,S,-1,077550_C..S
1.69056E+12,A11,S,-1,077550_C..S
1.69056E+12,A12,S,-1,077550_C..S
1.69056E+12,A14,S,-1,077550_C..S
1.69056E+12,A15,S,-1,077550_C..S
1.69056E+12,A16,S,-1,077550_C..S
1.69056E+12,A17,S,-1,077550_C..S
1.69056E+12,A18,S,-1,077550_C..S
1.69056E+12,A19,S,-1,077550_C..S
1.69056E+12,A20,S,-1,077550_C..S
1.69056E+12,A21,S,-1,077550_C..S
1.69056E+12,A22,S,-1,077550_C..S
1.69056E+12,A24,S,-1,077550_C..S
1.69056E+12,A25,S,-1,077550_C..S
1.69056E+12,A17,S,1690563930,076600_C..S
1.69056E+12,A18,S,1690563990,076600_C..S
1.69056E+12,A19,S,1690564080,076600_C..S
1.69056E+12,A20,S,1690564170,076600_C..S
1.69056E+12,A21,S,1690564260,076600_C..S
1.69056E+12,A22,S,1690564350,076600_C..S
1.69056E+12,A24,S,1690564440,076600_C..S
1.69056E+12,A25,S,1690564530,076600_C..S
1.69056E+12,A55,N,-1,078350_C..N
1.69056E+12,A54,N,-1,078350_C..N
1.69056E+12,A09,S,-1,078600_C..S
1.69056E+12,G07,N,-1,073550_E..N
1.69056E+12,G06,N,-1,073550_E..N
1.69056E+12,G05,N,-1,073550_E..N
1.69056E+12,A34,S,-1,073200_E..S
1.69056E+12,E01,S,-1,073200_E..S
1.69056E+12,G08,N,-1,073900_E..N
1.69056E+12,F06,N,-1,073900_E..N
1.69056E+12,A30,S,-1,074110_E..S
1.69056E+12,A31,S,-1,074110_E..S
1.69056E+12,A32,S,-1,074110_E..S
1.69056E+12,A33,S,-1,074110_E..S
1.69056E+12,G14,N,-1,075100_E..N
1.69056E+12,D14,S,-1,074778_E..S
1.69056E+12,A25,S,-1,074778_E..S
1.69056E+12,A27,S,-1,074778_E..S
1.69056E+12,A28,S,-1,074778_E..S
1.69056E+12,G21,S,-1,075500_E..S
1.69056E+12,F09,S,-1,075500_E..S
1.69056E+12,F11,S,-1,075500_E..S
1.69056E+12,F12,S,-1,075500_E..S
1.69056E+12,F11,N,-1,075905_E..N
1.69056E+12,F09,N,-1,075905_E..N
1.69056E+12,G21,N,-1,075905_E..N
1.69056E+12,G14,S,-1,076250_E..S
1.69056E+12,A28,N,-1,076700_E..N
1.69056E+12,A27,N,-1,076700_E..N
1.69056E+12,A25,N,-1,076700_E..N
1.69056E+12,D14,N,-1,076700_E..N
1.69056E+12,F12,N,-1,076700_E..N
1.69056E+12,A34,N,-1,077428_E..N
1.69056E+12,A33,N,-1,077428_E..N
1.69056E+12,A32,N,-1,077428_E..N
1.69056E+12,A31,N,-1,077428_E..N
1.69056E+12,A30,N,-1,077428_E..N
1.69056E+12,F07,S,-1,077000_E..S
1.69056E+12,G08,S,-1,077000_E..S
1.69056E+12,G05,S,-1,077750_E..S
1.69056E+12,G06,S,-1,077750_E..S
1.69056E+12,G07,S,-1,077750_E..S
1.69056E+12,F05,S,-1,077750_E..S
1.69056E+12,F06,S,-1,077750_E..S
1.69056E+12,E01,N,-1,078100_E..N
1.69056E+12,H19,N,-1,076700_H..N
1.69056E+12,H19,S,-1,077700_H..S
1.69056E+12,H04,S,-1,077700_H..S
1.69056E+12,H12,S,-1,077700_H..S
1.69056E+12,H13,S,-1,077700_H..S
1.69056E+12,H14,S,-1,077700_H..S
1.69056E+12,H15,S,-1,077700_H..S
1.69056E+12,H15,N,-1,078100_H..N
1.69056E+12,H14,N,-1,078100_H..N
1.69056E+12,H13,N,-1,078100_H..N
1.69056E+12,H12,N,-1,078100_H..N
1.69056E+12,H04,N,-1,078100_H..N
1.69056E+12,D26,S,-1,077150_FS..S
1.69056E+12,S01,N,-1,077100_FS..N
1.69056E+12,D26,N,-1,078100_FS..N
1.69056E+12,S04,N,-1,078100_FS..N
1.69056E+12,S03,N,-1,078100_FS..N
1.69056E+12,S01,S,-1,078150_FS..S
1.69056E+12,S03,S,-1,078150_FS..S
1.69056E+12,S04,S,-1,078150_FS..S
1.69056E+12,A03,N,1690563990,067550_A..N
1.69056E+12,A02,N,1690564260,067550_A..N
1.69056E+12,H10,S,1690563409,067850_A..S
1.69056E+12,H11,S,1690563499,067850_A..S
1.69056E+12,A28,N,1690563499,069568_A..N
1.69056E+12,A27,N,1690563589,069568_A..N
1.69056E+12,A63,S,1690563619,070531_A..S
1.69056E+12,A64,S,1690563889,070531_A..S
1.69056E+12,A65,S,1690563949,070531_A..S
1.69056E+12,A40,N,1690563529,071545_A..N
1.69056E+12,A27,N,1690563543,072630_A..N
1.69056E+12,A40,S,1690564012,073300_A..S
1.69056E+12,A31,S,1690563725,074300_A..S
1.69056E+12,A41,N,1690563409,074621_A..N
1.69056E+12,A24,S,1690563644,074900_A..S
1.69056E+12,H07,N,1690564320,076841_A..N
1.69056E+12,A09,S,1690563469,076800_A..S
1.69056E+12,A12,S,1690563739,076800_A..S
1.69056E+12,A15,S,1690564009,076800_A..S
1.69056E+12,A15,N,1690563919,070935_C..N
1.69056E+12,A22,N,1690564212,072136_C..N
1.69056E+12,A48,S,1690563412,071900_C..S
1.69056E+12,A49,S,1690563532,071900_C..S
1.69056E+12,A50,S,1690563622,071900_C..S
1.69056E+12,A51,S,1690563787,071900_C..S
1.69056E+12,A41,S,1690564309,073100_C..S
1.69056E+12,A33,N,1690563499,073396_C..N
1.69056E+12,A36,N,1690563829,074336_C..N
1.69056E+12,A42,N,1690563889,075330_C..N
1.69056E+12,A31,S,1690563409,074550_C..S
1.69056E+12,A32,S,1690563529,074550_C..S
1.69056E+12,A33,S,1690563619,074550_C..S
1.69056E+12,A34,S,1690563739,074550_C..S
1.69056E+12,A36,S,1690563889,074550_C..S
1.69056E+12,A38,S,1690564009,074550_C..S
1.69056E+12,A40,S,1690564189,074550_C..S
1.69056E+12,A47,N,1690563409,076350_C..N
1.69056E+12,A46,N,1690563529,076350_C..N
1.69056E+12,A45,N,1690563589,076350_C..N
1.69056E+12,A44,N,1690563679,076350_C..N
1.69056E+12,A43,N,1690563769,076350_C..N
1.69056E+12,A25,S,1690564009,075583_C..S
1.69056E+12,A17,S,1690563409,076600_C..S
1.69056E+12,A18,S,1690563469,076600_C..S
1.69056E+12,A19,S,1690563559,076600_C..S
1.69056E+12,A20,S,1690563649,076600_C..S
1.69056E+12,A21,S,1690563739,076600_C..S
1.69056E+12,A22,S,1690563829,076600_C..S
1.69056E+12,A24,S,1690563919,076600_C..S
1.69056E+12,A33,S,1690563739,073200_E..S
1.69056E+12,G07,N,1690563589,073550_E..N
1.69056E+12,G06,N,1690563799,073550_E..N
1.69056E+12,G05,N,1690563979,073550_E..N
1.69056E+12,A30,S,1690563439,074110_E..S
1.69056E+12,A31,S,1690563529,074110_E..S
1.69056E+12,A32,S,1690563649,074110_E..S
1.69056E+12,F12,S,1690563913,074778_E..S
1.69056E+12,F12,N,1690563829,075905_E..N
1.69056E+12,A30,N,1690563827,076700_E..N
1.69056E+12,G14,S,1690563739,076250_E..S
1.69056E+12,F06,S,1690563900,077000_E..S
1.69056E+12,H04,N,1690564275,076700_H..N
1.69056E+12,S03,N,1690563960,077100_FS..N
1.69056E+12,A38,N,1690563499,071545_A..N
1.69056E+12,A36,N,1690563619,071545_A..N
1.69056E+12,A34,N,1690563709,071545_A..N
1.69056E+12,A32,N,1690563859,071545_A..N
1.69056E+12,A31,N,1690564009,071545_A..N
1.69056E+12,A32,S,1690563442,074300_A..S
1.69056E+12,A34,S,1690563592,074300_A..S
1.69056E+12,A36,S,1690563712,074300_A..S
1.69056E+12,A38,S,1690563832,074300_A..S
1.69056E+12,A41,S,1690563439,073300_A..S
1.69056E+12,A42,S,1690563529,073300_A..S
1.69056E+12,A46,S,1690563799,073300_A..S
1.69056E+12,A53,S,1690563467,070536_C..S
1.69056E+12,A54,S,1690563557,070536_C..S
1.69056E+12,A55,S,1690563647,070536_C..S
1.69056E+12,A21,N,1690563409,072136_C..N
1.69056E+12,A20,N,1690563499,072136_C..N
1.69056E+12,A19,N,1690563589,072136_C..N
1.69056E+12,A18,N,1690563679,072136_C..N
1.69056E+12,A17,N,1690563739,072136_C..N
1.69056E+12,A16,N,1690563829,072136_C..N
1.69056E+12,A14,N,1690564039,072136_C..N
1.69056E+12,A42,S,1690563409,073100_C..S
1.69056E+12,A43,S,1690563529,073100_C..S
1.69056E+12,A44,S,1690563619,073100_C..S
1.69056E+12,A45,S,1690563709,073100_C..S
1.69056E+12,A46,S,1690563769,073100_C..S
1.69056E+12,A47,S,1690563889,073100_C..S
1.69056E+12,F11,N,1690563409,075905_E..N
1.69056E+12,F09,N,1690563589,075905_E..N
1.69056E+12,G21,N,1690563679,075905_E..N
1.69056E+12,A33,N,1690563467,077428_E..N
1.69056E+12,A32,N,1690563587,077428_E..N
1.69056E+12,A31,N,1690563737,077428_E..N
1.69056E+12,A51,S,1690563564,072300_A..S
1.69056E+12,A24,N,1690563537,072630_A..N
1.69056E+12,A15,N,1690563987,072630_A..N
1.69056E+12,A12,N,1690564197,072630_A..N
1.69056E+12,A48,N,1690563706,073283_A..N
1.69056E+12,A46,N,1690563856,073283_A..N
1.69056E+12,A42,N,1690564156,073283_A..N
1.69056E+12,A52,N,1690563453,077398_C..N
1.69056E+12,A51,N,1690563573,077398_C..N
1.69056E+12,A50,N,1690563633,077398_C..N
1.69056E+12,A49,N,1690563753,077398_C..N
1.69056E+12,A48,N,1690563843,077398_C..N
1.69056E+12,D14,S,1690563447,074778_E..S
1.69056E+12,A25,S,1690563582,074778_E..S
1.69056E+12,A27,S,1690563747,074778_E..S
1.69056E+12,A28,S,1690563807,074778_E..S1690563420372,A06,N,1690563570,067550_A..N
1690563420372,A05,N,1690563690,067550_A..N
1690563420372,A03,N,1690563980,067550_A..N
1690563420372,A02,N,1690564190,067550_A..N
1690563420378,A64,S,1690563857,070531_A..S
1690563420378,A65,S,1690563917,070531_A..S
1690563420405,A12,S,1690563702,076800_A..S
1690563420405,A15,S,1690563972,076800_A..S
1690563420468,A31,S,1690563483,074110_E..S
1690563420468,A32,S,1690563603,074110_E..S
1690563420470,A25,S,1690563578,074778_E..S
1690563420470,A27,S,1690563743,074778_E..S
1690563420470,A28,S,1690563803,074778_E..S
1690563420470,F09,N,1690563572,075905_E..N
1690563420470,G21,N,1690563662,075905_E..N
1690563420495,H19,N,1690563582,076700_H..N
1690563450910,A28,S,1690563512,075583_C..S
1690563450910,A30,S,1690563632,075583_C..S
1690563450917,A51,N,1690563552,077398_C..N
1690563450917,A50,N,1690563612,077398_C..N
1690563450917,A49,N,1690563732,077398_C..N
1690563450917,A48,N,1690563822,077398_C..N
1690563450979,G07,N,1690563555,073550_E..N
1690563450979,G06,N,1690563765,073550_E..N
1690563450979,G05,N,1690563945,073550_E..N
1690563481389,H04,N,1690563829,076841_A..N
1690563481394,A05,S,1690563750,077600_A..S
1690563481394,A06,S,1690563870,077600_A..S
1690563481394,A07,S,1690563930,077600_A..S
1690563481516,A50,S,1690563582,071900_C..S
1690563481516,A51,S,1690563747,071900_C..S
1690563481555,A14,S,1690563660,077550_C..S
1690563481555,A15,S,1690563750,077550_C..S
1690563481555,A16,S,1690563840,077550_C..S
1690563481593,F06,N,1690563676,073900_E..N
1690563481594,A32,S,1690563596,074110_E..S
1690563481607,G07,S,1690563690,077750_E..S
1690563481607,F05,S,1690563780,077750_E..S
1690563511907,A05,N,1690563618,067550_A..N
1690563511907,A03,N,1690563858,067550_A..N
1690563511907,A02,N,1690564068,067550_A..N
1690563511937,A65,S,1690563732,070531_A..S
1690563512028,A14,N,1690564022,070935_C..N
1690563512031,A19,N,1690563572,072136_C..N
1690563512031,A18,N,1690563662,072136_C..N
1690563512031,A17,N,1690563722,072136_C..N
1690563512031,A16,N,1690563812,072136_C..N
1690563512036,A33,S,1690563564,074550_C..S
1690563512036,A34,S,1690563684,074550_C..S
1690563512036,A36,S,1690563834,074550_C..S
1690563512036,A38,S,1690563954,074550_C..S
1690563512036,A40,S,1690564134,074550_C..S
1690563512098,A27,S,1690563702,074778_E..S
1690563512098,A28,S,1690563762,074778_E..S
1690563512100,F09,S,1690563613,075500_E..S
1690563512100,F11,S,1690563823,075500_E..S
1690563542478,A15,N,1690563985,072630_A..N
1690563542478,A12,N,1690564195,072630_A..N
1690563542480,A46,N,1690563752,073283_A..N
1690563542480,A42,N,1690564052,073283_A..N
1690563542595,G06,N,1690563763,073550_E..N
1690563542595,G05,N,1690563943,073550_E..N
1690563572950,A06,S,1690563784,077600_A..S
1690563572950,A07,S,1690563844,077600_A..S
1690563603354,A03,N,1690563854,067550_A..N
1690563603354,A02,N,1690564064,067550_A..N
1690563603584,F05,S,1690563693,077750_E..S
1690563634027,A15,S,1690563950,076800_A..S
1690563634332,A28,S,1690563710,074778_E..S
1690563664844,A11,N,1690563857,070935_C..N
1690563664844,A10,N,1690563947,070935_C..N
1690563664844,A09,N,1690564037,070935_C..N
1690563665054,G05,N,1690563894,073550_E..N
1690563695613,A36,S,1690563832,074550_C..S
1690563695613,A38,S,1690563952,074550_C..S
1690563695613,A40,S,1690564132,074550_C..S
1690563726224,A38,S,1690563812,074300_A..S
1690563756793,A02,N,1690564017,067550_A..N
1690563756928,A10,N,1690563902,070935_C..N
1690563756928,A09,N,1690563992,070935_C..N
1690563756943,A48,N,1690563812,077398_C..N
1690563757120,S04,S,1690563900,078150_FS..S
1690563848683,A09,N,1690563922,070935_C..N
1690563909824,A63,N,1690564020,078426_A..N
1690563940360,A12,N,1690564168,072630_A..N
1690563971087,H09,N,1690564110,078535_A..N
1690563971087,H08,N,1690564200,078535_A..N
1690564032171,H08,N,1690564163,078535_A..N
1690565162574,H08,S,1690565367,071461_A..S
1690565162574,H09,S,1690565427,071461_A..S
1690565223714,H09,S,1690565327,071461_A..S
1690565673353,A09,N,-1,071545_A..N
1690565673353,A07,N,-1,071545_A..N
1690565673353,A06,N,-1,071545_A..N
1690565673353,A05,N,-1,071545_A..N
1690565673353,A03,N,-1,071545_A..N
1690565673353,A02,N,-1,071545_A..N
1690565673355,A24,N,-1,073283_A..N
1690565673355,A15,N,-1,073283_A..N
1690565673355,A12,N,-1,073283_A..N
1690565673356,H06,S,-1,073300_A..S
1690565673356,H07,S,-1,073300_A..S
1690565673356,H08,S,-1,073300_A..S
1690565673356,H09,S,-1,073300_A..S
1690565673356,H10,S,-1,073300_A..S
1690565673356,H11,S,-1,073300_A..S
1690565673356,A61,S,-1,074300_A..S
1690565673356,A63,S,-1,074300_A..S
1690565673356,A64,S,-1,074300_A..S
1690565673356,A65,S,-1,074300_A..S
1690565673357,A12,N,1690566379,074621_A..N
1690565673358,A55,S,-1,074900_A..S
1690565673358,A57,S,-1,074900_A..S
1690565673358,A59,S,-1,074900_A..S
1690565673358,A60,S,-1,074900_A..S
1690565673358,H02,S,-1,074900_A..S
1690565673358,H03,S,-1,074900_A..S
1690565673358,H04,S,-1,074900_A..S
1690565673359,A38,N,-1,075250_A..N
1690565673359,A36,N,-1,075250_A..N
1690565673359,A34,N,-1,075250_A..N
1690565673359,A32,N,-1,075250_A..N
1690565673359,A31,N,-1,075250_A..N
1690565673359,A28,N,-1,075250_A..N
1690565673359,A27,N,-1,075250_A..N
1690565673359,A51,S,-1,075800_A..S
1690565673360,A48,N,-1,076841_A..N
1690565673360,A46,N,-1,076841_A..N
1690565673360,A42,N,-1,076841_A..N
1690565673360,A41,N,-1,076841_A..N
1690565673360,A40,N,-1,076841_A..N
1690565673361,A46,S,-1,076800_A..S
1690565673361,A48,S,-1,076800_A..S
1690565673361,A36,S,-1,077600_A..S
1690565673361,A38,S,-1,077600_A..S
1690565673361,A40,S,-1,077600_A..S
1690565673361,A41,S,-1,077600_A..S
1690565673361,A42,S,-1,077600_A..S
1690565673362,A40,N,1690566379,078426_A..N
1690565673363,A61,N,-1,078535_A..N
1690565673363,A60,N,-1,078535_A..N
1690565673363,A59,N,-1,078535_A..N
1690565673363,A57,N,-1,078535_A..N
1690565673363,A55,N,-1,078535_A..N
1690565673363,A51,N,-1,078535_A..N
1690565673364,A31,S,-1,078600_A..S
1690565673364,A32,S,-1,078600_A..S
1690565673364,A34,S,-1,078600_A..S
1690565673364,A27,N,1690566499,076520_A..N
1690565673365,A24,S,-1,079500_A..S
1690565673365,A27,S,-1,079500_A..S
1690565673365,A28,S,-1,079500_A..S
1690565673366,A42,N,1690566169,079403_A..N
1690565673366,A41,N,1690566259,079403_A..N
1690565673368,H04,N,-1,080050_A..N
1690565673368,H03,N,-1,080050_A..N
1690565673368,H02,N,-1,080050_A..N
1690565673368,H01,N,-1,080050_A..N
1690565673369,A12,S,-1,080300_A..S
1690565673369,A15,S,-1,080300_A..S
1690565673370,A63,N,-1,081400_A..N
1690565673371,A07,S,-1,080800_A..S
1690565673371,A09,S,-1,080800_A..S
1690565673372,H11,N,-1,081500_A..N
1690565673372,H10,N,-1,081500_A..N
1690565673372,H09,N,-1,081500_A..N
1690565673372,H08,N,-1,081500_A..N
1690565673372,H07,N,-1,081500_A..N
1690565673372,H06,N,-1,081500_A..N
1690565673373,A02,S,-1,081800_A..S
1690565673373,A03,S,-1,081800_A..S
1690565673373,A05,S,-1,081800_A..S
1690565673373,A06,S,-1,081800_A..S
1690565673375,A65,N,-1,082500_A..N
1690565673375,A64,N,-1,082500_A..N
1690565673410,A11,N,-1,073396_C..N
1690565673410,A10,N,-1,073396_C..N
1690565673410,A09,N,-1,073396_C..N
1690565673411,A54,S,-1,074550_C..S
1690565673411,A55,S,-1,074550_C..S
1690565673412,A20,N,-1,075330_C..N
1690565673412,A19,N,-1,075330_C..N
1690565673412,A18,N,-1,075330_C..N
1690565673412,A17,N,-1,075330_C..N
1690565673412,A16,N,-1,075330_C..N
1690565673412,A15,N,-1,075330_C..N
1690565673412,A14,N,-1,075330_C..N
1690565673412,A12,N,-1,075330_C..N
1690565673413,A53,S,-1,075583_C..S
1690565673414,A24,N,-1,076350_C..N
1690565673414,A22,N,-1,076350_C..N
1690565673414,A21,N,-1,076350_C..N
1690565673415,A44,S,-1,076600_C..S
1690565673415,A45,S,-1,076600_C..S
1690565673415,A46,S,-1,076600_C..S
1690565673415,A47,S,-1,076600_C..S
1690565673415,A48,S,-1,076600_C..S
1690565673415,A49,S,-1,076600_C..S
1690565673415,A50,S,-1,076600_C..S
1690565673415,A51,S,-1,076600_C..S
1690565673415,A52,S,-1,076600_C..S
1690565673415,A31,N,-1,077398_C..N
1690565673415,A30,N,-1,077398_C..N
1690565673415,A28,N,-1,077398_C..N
1690565673415,A27,N,-1,077398_C..N
1690565673415,A25,N,-1,077398_C..N
1690565673417,A40,S,-1,077550_C..S
1690565673417,A41,S,-1,077550_C..S
1690565673417,A42,S,-1,077550_C..S
1690565673417,A43,S,-1,077550_C..S
1690565673418,A36,N,-1,078355_C..N
1690565673418,A34,N,-1,078355_C..N
1690565673418,A33,N,-1,078355_C..N
1690565673418,A32,N,-1,078355_C..N
1690565673420,A32,S,-1,078600_C..S
1690565673420,A33,S,-1,078600_C..S
1690565673420,A34,S,-1,078600_C..S
1690565673420,A36,S,-1,078600_C..S
1690565673420,A38,S,-1,078600_C..S
1690565673422,A43,N,-1,079650_C..N
1690565673422,A42,N,-1,079650_C..N
1690565673422,A41,N,-1,079650_C..N
1690565673422,A40,N,-1,079650_C..N
1690565673422,A38,N,-1,079650_C..N
1690565673424,A51,N,-1,080750_C..N
1690565673424,A50,N,-1,080750_C..N
1690565673424,A49,N,-1,080750_C..N
1690565673424,A48,N,-1,080750_C..N
1690565673424,A47,N,-1,080750_C..N
1690565673424,A46,N,-1,080750_C..N
1690565673424,A45,N,-1,080750_C..N
1690565673424,A44,N,-1,080750_C..N
1690565673426,A20,S,-1,079900_C..S
1690565673426,A21,S,-1,079900_C..S
1690565673426,A22,S,-1,079900_C..S
1690565673426,A24,S,-1,079900_C..S
1690565673426,A25,S,-1,079900_C..S
1690565673426,A27,S,-1,079900_C..S
1690565673426,A28,S,-1,079900_C..S
1690565673426,A30,S,-1,079900_C..S
1690565673426,A31,S,-1,079900_C..S
1690565673428,A55,N,-1,081950_C..N
1690565673428,A54,N,-1,081950_C..N
1690565673428,A53,N,-1,081950_C..N
1690565673428,A52,N,-1,081950_C..N
1690565673430,A09,S,-1,081600_C..S
1690565673430,A10,S,-1,081600_C..S
1690565673430,A11,S,-1,081600_C..S
1690565673430,A12,S,-1,081600_C..S
